ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
600746.SH,江苏索普,化工原料,20260313,U,9.26,9.26,7.58,1.0,15322522.0,132622,135507,15322522.0,9.9762,470444.139,525315.29,18.15,18.15,,1081422.5106,2.29,,1,15322522.0,15322522.0,0.847457627118644,0.5932203389830508,0.3559322033898305,0.5338983050847458,0.5084745762711864,0.5084745762711864,0.05,0.0,61.305085
002470.SZ,金正大,农药化肥,20260313,U,3.22,3.22,2.64,0.0,180192810.0,93136,93136,180192810.0,9.8976,1137969.441,3571085.18,15.5049,15.5049,,1058100.9329,0.59,,1,180192810.0,180192810.0,1.0,0.288135593220339,0.4406779661016949,0.9491525423728814,0.5084745762711864,0.5084745762711864,0.05,0.0,61.135593
603062.SH,麦加芯彩,染料涂料,20260313,U,56.29,56.29,46.05,0.0,101394332.0,110928,110928,101394332.0,10.0059,225455.28,40920.37,12.6463,12.6463,,607932.0,5.0,,1,101394332.0,101394332.0,0.4067796610169492,0.8305084745762712,0.6101694915254238,0.06779661016949153,0.5084745762711864,0.5084745762711864,0.05,0.0,60.898305
002084.SZ,海鸥住工,家居用品,20260313,U,4.29,4.29,3.51,0.0,20735792.0,112830,112830,20735792.0,10.0,236453.238,568999.93,15.0227,15.0227,,277158.0412,3.64,,1,20735792.0,20735792.0,0.5423728813559322,0.7966101694915254,0.4745762711864407,0.2033898305084746,0.5084745762711864,0.5084745762711864,0.05,0.0,60.830508
600756.SH,浪潮软件,软件服务,20260313,U,17.63,17.63,14.43,1.0,99110571.0,130830,130951,99110571.0,9.9813,518057.982,301367.58,11.493,11.493,,616395.4915,4.36,,1,99110571.0,99110571.0,0.7627118644067796,0.5254237288135594,0.6440677966101694,0.1440677966101695,0.5084745762711864,0.5084745762711864,0.05,0.0,60.661017
003027.SZ,同兴科技,环境保护,20260313,U,24.52,24.52,20.06,0.0,107000572.0,105245,105245,107000572.0,10.0045,242194.59,101966.41,13.8841,13.8841,,320533.2864,3.47,,1,107000572.0,107000572.0,0.4406779661016949,0.7796610169491526,0.5084745762711864,0.23728813559322035,0.5084745762711864,0.5084745762711864,0.05,0.0,59.508475
600683.SH,京投发展,区域地产,20260313,U,8.76,8.76,7.16,1.0,50816278.0,95822,100710,50816278.0,10.0503,364276.303,433776.29,13.2429,13.2429,,648921.175,1.06,8580950.7,1,50816278.0,50816278.0,0.15254237288135594,0.6949152542372882,0.559322033898305,0.847457627118644,0.5084745762711864,0.5084745762711864,0.05,0.0,58.016949
600307.SH,酒钢宏兴,普钢,20260313,U,2.22,2.22,1.82,4.0,51620394.0,93459,131441,51620394.0,9.901,935629.126,4270271.14,16.5461,16.5461,,1390465.3481,2.52,-38088281.65,1,51620394.0,51620394.0,0.9830508474576272,0.3559322033898305,0.3898305084745763,0.4406779661016949,0.5084745762711864,0.5084745762711864,0.05,0.0,57.508475
000890.SZ,法尔胜,环境保护,20260313,U,11.09,11.09,9.07,2.0,55731929.0,93142,93315,55731929.0,10.0198,424799.648,389990.97,15.597,15.597,,465229.9005,0.44,90565325.69,1,55731929.0,55731929.0,0.3050847457627119,0.6271186440677966,0.423728813559322,0.9745762711864406,0.5084745762711864,0.5084745762711864,0.05,0.0,57.305085
605222.SH,起帆电缆,电气设备,20260313,U,23.06,23.06,18.86,0.0,24771052.0,130826,130826,24771052.0,10.0191,453379.668,201358.42,13.0447,13.0447,,952154.544,2.49,,1,24771052.0,24771052.0,0.3220338983050847,0.6101694915254238,0.576271186440678,0.4576271186440678,0.5084745762711864,0.5084745762711864,0.05,0.0,56.084746
002323.SZ,雅博股份,建筑工程,20260313,U,2.54,2.54,2.08,0.0,39853278.0,110642,110642,39853278.0,9.9567,901905.467,3665591.22,22.5898,22.5898,,538697.2061,2.12,,1,39853278.0,39853278.0,0.8813559322033898,0.3728813559322034,0.288135593220339,0.559322033898305,0.5084745762711864,0.5084745762711864,0.05,0.0,55.033898
603659.SH,璞泰来,化工原料,20260313,U,32.41,32.41,26.51,0.0,88180188.0,94917,94917,88180188.0,10.0136,2159757.611,676246.71,6.7751,6.7751,,6924069.4053,1.15,,1,88180188.0,88180188.0,0.3728813559322034,0.1694915254237288,0.8813559322033898,0.788135593220339,0.5084745762711864,0.5084745762711864,0.05,0.0,54.288136
002445.SZ,中南文化,钢加工,20260313,U,4.49,4.49,3.67,0.0,487232888.0,92500,92500,487232888.0,10.049,516189.168,1149641.8,7.7207,7.7207,,1067096.7814,4.62,,1,487232888.0,487232888.0,0.1694915254237288,0.5423728813559322,0.7966101694915254,0.1016949152542373,0.5084745762711864,0.5084745762711864,0.05,0.0,53.135593
603538.SH,美诺华,化学制药,20260313,U,25.37,25.37,20.75,0.0,112124186.0,112950,112950,112124186.0,10.0173,556436.233,227270.93,14.3082,14.3082,,559282.0661,2.01,,1,112124186.0,112124186.0,0.3389830508474576,0.5084745762711864,0.4915254237288136,0.576271186440678,0.5084745762711864,0.5084745762711864,0.05,0.0,53.0
603169.SH,兰石重装,专用机械,20260313,U,12.8,12.8,10.48,0.0,159380480.0,104350,104350,159380480.0,9.9656,1380104.384,1110834.08,15.7737,15.7737,,1672053.5014,2.48,,1,159380480.0,159380480.0,0.864406779661017,0.23728813559322035,0.4067796610169492,0.4745762711864407,0.5084745762711864,0.5084745762711864,0.05,0.0,52.898305
603280.SH,南方路机,工程机械,20260313,U,40.7,40.7,33.3,0.0,336438410.0,110830,110830,336438410.0,10.0,331774.288,83578.3,29.9117,29.9117,,441215.1347,4.4,21707415.7,1,336438410.0,336438410.0,0.5423728813559322,0.711864406779661,0.22033898305084745,0.11864406779661017,0.5084745762711864,0.5084745762711864,0.05,0.0,52.864407
002531.SZ,天顺风能,电气设备,20260313,U,12.42,12.42,10.16,0.0,87460360.0,101909,101909,87460360.0,10.0089,1375159.507,1145742.32,13.0208,13.0208,,2231723.2932,1.89,,1,87460360.0,87460360.0,0.3898305084745763,0.2542372881355932,0.5932203389830508,0.652542372881356,0.5084745762711864,0.5084745762711864,0.05,0.0,49.949153
002056.SZ,横店东磁,电气设备,20260313,U,25.84,25.84,21.14,3.0,42809128.0,100351,145424,42809128.0,10.0043,2199581.66,862025.81,10.6203,10.6203,,4203423.9992,2.3,204631510.47,1,42809128.0,42809128.0,0.4576271186440678,0.15254237288135594,0.6949152542372882,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.05,0.0,49.40678
002669.SZ,康达新材,化工原料,20260313,U,15.35,15.35,12.56,0.0,56168750.0,144730,144730,56168750.0,10.0358,482297.549,328677.98,15.2663,15.2663,,465719.0,4.36,,1,56168750.0,56168750.0,0.2033898305084746,0.559322033898305,0.4576271186440678,0.1440677966101695,0.5084745762711864,0.5084745762711864,0.05,0.0,47.745763
601669.SH,中国电建,建筑工程,20260313,U,7.19,7.19,5.89,1.0,681678306.0,93456,101453,681678306.0,9.9388,12775678.44,18004769.85,22.2617,22.2617,,12385608.5611,1.96,,1,681678306.0,681678306.0,0.9322033898305084,0.01694915254237288,0.3050847457627119,0.5932203389830508,0.5084745762711864,0.5084745762711864,0.05,0.0,47.305085
002487.SZ,大金重工,电气设备,20260313,U,80.65,80.65,65.99,2.0,210266728.0,132430,132718,210266728.0,9.9973,3978503.97,507260.73,13.2576,13.2576,,5143448.4997,2.58,171731833.03,1,210266728.0,210266728.0,0.6440677966101694,0.06779661016949153,0.5254237288135594,0.423728813559322,0.5084745762711864,0.5084745762711864,0.05,0.0,46.491525
600226.SH,亨通股份,供气供热,20260313,U,6.02,6.02,4.92,1.0,19367429.0,133335,134732,19367429.0,10.0548,1059643.011,1813699.88,9.8765,9.8765,,1790577.4968,3.22,34900250.74,1,19367429.0,19367429.0,0.11864406779661017,0.3050847457627119,0.7288135593220338,0.2966101694915254,0.5084745762711864,0.5084745762711864,0.05,0.0,46.254237
603803.SH,瑞斯康达,通信设备,20260313,U,13.75,13.75,11.25,0.0,92794707.0,95315,95315,92794707.0,10.0,1020366.377,782862.41,32.6884,32.6884,,584214.8909,1.95,,1,92794707.0,92794707.0,0.5423728813559322,0.3220338983050847,0.1694915254237288,0.6101694915254238,0.5084745762711864,0.5084745762711864,0.05,0.0,45.644068
603248.SH,锡华科技,机械基件,20260313,U,28.2,28.2,23.08,2.0,17474637.0,130024,150000,17474637.0,9.9844,884247.556,321571.86,46.3969,46.3969,,1297200.0,3.27,125353488.31,1,17474637.0,17474637.0,0.7288135593220338,0.3898305084745763,0.05084745762711865,0.2627118644067797,0.5084745762711864,0.5084745762711864,0.05,0.0,45.610169
003041.SZ,真爱美家,纺织,20260313,U,69.85,69.85,57.15,3.0,7053453.0,140157,144351,7053453.0,10.0,1003420.235,152827.12,34.5191,34.5191,,1005840.0,2.29,188267948.07,1,7053453.0,7053453.0,0.5423728813559322,0.3389830508474576,0.13559322033898305,0.5338983050847458,0.5084745762711864,0.5084745762711864,0.05,0.0,44.79661
601218.SH,吉鑫科技,电气设备,20260313,U,6.94,6.94,5.68,2.0,49132424.0,134355,144928,49132424.0,9.9842,1462069.443,2208995.51,31.6714,31.6714,,672509.2573,3.22,,1,49132424.0,49132424.0,0.7457627118644068,0.22033898305084745,0.1864406779661017,0.2966101694915254,0.5084745762711864,0.5084745762711864,0.05,0.0,44.491525
002903.SZ,宇环数控,机床制造,20260313,U,31.03,31.03,25.39,4.0,3497081.0,110345,145515,3497081.0,9.9965,1286130.419,431779.43,47.0035,47.0035,,486233.894,1.82,70753742.37,1,3497081.0,3497081.0,0.6610169491525424,0.2711864406779661,0.03389830508474576,0.6779661016949152,0.5084745762711864,0.5084745762711864,0.05,0.0,44.288136
002969.SZ,嘉美包装,广告包装,20260313,U,26.47,26.47,21.65,0.0,25932156.0,145600,145600,25932156.0,10.0166,2559864.3,1010642.33,18.7455,18.7455,,2907718.1444,1.15,53985770.94,1,25932156.0,25932156.0,0.3559322033898305,0.11864406779661017,0.3389830508474576,0.788135593220339,0.5084745762711864,0.5084745762711864,0.05,0.0,41.813559
002165.SZ,红 宝 丽,化工原料,20260313,U,12.76,12.76,10.44,0.0,158778039.0,94300,94300,158778039.0,10.0,2382708.422,1912003.41,32.8134,32.8134,,938204.312,1.33,422619832.54,1,158778039.0,158778039.0,0.5423728813559322,0.13559322033898305,0.15254237288135594,0.7457627118644068,0.5084745762711864,0.5084745762711864,0.05,0.0,41.542373
603366.SH,日出东方,家用电器,20260313,U,10.32,10.32,8.44,0.0,75301314.0,103220,103220,75301314.0,10.0213,837970.442,831871.16,25.8867,25.8867,,839065.6402,7.82,,1,75301314.0,75301314.0,0.288135593220339,0.4067796610169492,0.2542372881355932,0.05084745762711865,0.5084745762711864,0.5084745762711864,0.05,0.0,40.491525
600408.SH,安泰集团,焦炭加工,20260313,U,4.13,4.13,3.38,0.0,59933263.0,105448,105448,59933263.0,10.1333,700058.545,1750771.49,25.4106,25.4106,,415808.4,2.69,47012993.36,1,59933263.0,59933263.0,0.05084745762711865,0.4406779661016949,0.2711864406779661,0.3728813559322034,0.5084745762711864,0.5084745762711864,0.05,0.0,40.016949
600722.SH,金牛化工,化工原料,20260313,U,16.94,16.94,13.86,19.0,25104402.0,94004,144849,25104402.0,10.0,2973438.231,1777934.63,59.4514,59.4514,,1152461.5311,1.09,,1,25104402.0,25104402.0,0.5423728813559322,0.1016949152542373,0.01694915254237288,0.8305084745762712,0.5084745762711864,0.5084745762711864,0.05,0.0,38.627119
002429.SZ,兆驰股份,家用电器,20260313,U,11.94,11.94,9.77,5.0,60194423.0,94757,145418,60194423.0,10.0461,4622289.667,3925591.81,18.8401,18.8401,,5405167.0848,1.42,433051178.69,1,60194423.0,60194423.0,0.1864406779661017,0.05084745762711865,0.3220338983050847,0.7288135593220338,0.5084745762711864,0.5084745762711864,0.05,0.0,36.186441
600370.SH,三房巷,化工原料,20260313,U,2.73,2.73,2.23,0.0,21947207.0,143221,143221,21947207.0,10.0806,709959.486,2737150.5,37.5351,37.5351,,1063793.8357,3.97,-45847344.0,1,21947207.0,21947207.0,0.0847457627118644,0.423728813559322,0.0847457627118644,0.1694915254237288,0.5084745762711864,0.5084745762711864,0.05,0.0,34.830508
600726.SH,华电能源,火力发电,20260313,U,4.27,4.27,3.49,0.0,76517524.0,100655,100655,76517524.0,10.0515,1493775.524,3716186.09,35.5018,35.5018,,3376432.5617,1.89,51333266.33,1,76517524.0,76517524.0,0.13559322033898305,0.2033898305084746,0.11864406779661017,0.652542372881356,0.5084745762711864,0.5084745762711864,0.05,0.0,34.559322
300981.SZ,中红医疗,医疗保健,20260313,U,15.77,15.77,10.51,0.0,54087409.0,140030,140030,54087409.0,20.0152,670374.667,438670.38,36.6569,36.6569,,676320.0403,8.89,77097989.3,1,54087409.0,54087409.0,0.01694915254237288,0.4576271186440678,0.1016949152542373,0.01694915254237288,0.5084745762711864,0.5084745762711864,0.05,0.0,33.610169
600227.SH,赤天化,农药化肥,20260313,U,4.37,4.37,3.57,3.0,28400166.0,94035,144914,28400166.0,10.0756,1707365.839,3981515.44,37.7251,37.7251,,737973.9983,1.21,116227230.84,1,28400166.0,28400166.0,0.1016949152542373,0.1864406779661017,0.06779661016949153,0.7627118644067796,0.5084745762711864,0.5084745762711864,0.05,0.0,33.372881
601611.SH,中国核建,建筑工程,20260313,U,19.21,19.21,15.71,3.0,106137997.0,132032,140956,106137997.0,10.0229,5725504.295,3072969.59,30.665,30.665,,5789575.5213,2.43,,1,106137997.0,106137997.0,0.2711864406779661,0.03389830508474576,0.2033898305084746,0.4915254237288136,0.5084745762711864,0.5084745762711864,0.05,0.0,33.0
300185.SZ,通裕重工,工程机械,20260313,U,4.21,4.21,2.81,0.0,250666372.0,104803,104803,250666372.0,19.943,3433247.679,8574845.77,28.1829,28.1829,,1640699.5842,3.27,269583407.46,1,250666372.0,250666372.0,0.03389830508474576,0.0847457627118644,0.23728813559322035,0.2627118644067797,0.5084745762711864,0.5084745762711864,0.05,0.0,28.898305
